latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
15.98925,99.92294,332.74,0.4,0.37,2026-09-06,0635,N20,nominal,2.0NRT,293.95,3.59,D
16.04172,100.0378,345.98,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,296.6,6.54,D
16.07121,100.05151,331.25,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,296.12,3.23,D
16.10601,100.14264,330.06,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,295.65,1.81,D
16.21436,100.31303,340.71,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,295.42,7.87,D
16.22908,100.255,347,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,295.58,5.48,D
16.12334,99.58497,336.58,0.4,0.37,2026-09-06,0635,N20,nominal,2.0NRT,295.62,3.96,D
16.19073,99.96706,344.42,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,296.19,5.52,D
16.20437,100.03212,331.51,0.39,0.36,2026-09-06,0635,N20,low,2.0NRT,293.39,2.99,D
16.35748,100.20705,331.69,0.39,0.36,2026-09-06,0635,N20,nominal,2.0NRT,292.95,1.94,D
6.17599,81.02498,342.79,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.19,4.81,D
6.1966,80.9183,335.86,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.17,1.95,D
6.22624,80.92218,330.17,0.45,0.39,2026-09-06,0813,N20,low,2.0NRT,301.93,1.74,D
6.22565,80.92256,332.11,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.8,1.85,D
6.28634,80.72087,341.99,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.85,6.02,D
6.38127,81.09678,345.82,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.54,124.64,D
6.41299,81.08785,339.14,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,305.72,6.66,D
6.37277,80.79048,331.77,0.44,0.39,2026-09-06,0813,N20,low,2.0NRT,302.87,4.25,D
6.37217,80.78643,347.17,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.65,4.25,D
6.44992,81.04031,331.5,0.46,0.39,2026-09-06,0813,N20,low,2.0NRT,302.53,4.91,D
6.52049,80.90929,332.97,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.12,4.84,D
6.54658,81.06027,336.45,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.9,4.96,D
6.52717,80.75974,335.03,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.18,2.32,D
6.5272,80.75962,334.38,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.06,3.01,D
6.55594,80.93317,331.63,0.45,0.39,2026-09-06,0813,N20,low,2.0NRT,305.24,1.87,D
6.52895,80.74675,347.98,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.84,15.08,D
6.57201,80.91832,340.48,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,307.81,19.7,D
6.60001,80.96009,341.01,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,306.3,6.67,D
6.6053,80.89685,333.67,0.45,0.39,2026-09-06,0813,N20,low,2.0NRT,305.11,3.18,D
6.59847,80.80141,334.48,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.4,4.28,D
6.70713,81.38621,340.94,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.33,10.49,D
6.61493,80.76595,334.26,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.64,2.99,D
6.71334,81.4029,342.96,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,307.35,10.39,D
6.70504,81.34695,335.69,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,301.12,3.3,D
6.73615,81.50595,339.33,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.59,9.3,D
6.74441,81.5361,345.85,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,307.44,9.4,D
6.71643,81.3233,336.32,0.47,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.13,5.63,D
6.74341,81.5372,342.62,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,307.2,8.93,D
6.71671,81.32398,335.96,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,305.94,6.3,D
6.78113,81.56338,336.04,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,305.31,5.82,D
6.7509,81.35421,346.78,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,305.84,15.51,D
6.78776,81.53093,339.12,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,304.85,4.52,D
6.78712,81.52653,336.13,0.49,0.4,2026-09-06,0813,N20,low,2.0NRT,306.48,5.82,D
6.80623,81.52828,337.69,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,305.82,3.09,D
6.80993,81.52775,338.3,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,304.94,12.69,D
6.80928,81.52334,337.61,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,304.1,13.81,D
6.81362,81.52721,340.21,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.12,12.69,D
6.81298,81.52281,350.52,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.59,13.81,D
6.81244,81.44232,339.42,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.3,10.4,D
6.82584,81.43141,336.63,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,304.94,3.59,D
6.83904,81.46967,338.42,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,305.92,6.38,D
6.83838,81.46528,342.54,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,306.08,5.5,D
6.87739,81.6767,341.26,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,305.01,8.33,D
6.87672,81.67222,352.26,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,306.61,8.33,D
6.87605,81.66773,330.66,0.5,0.41,2026-09-06,0813,N20,low,2.0NRT,304.92,3.29,D
6.88112,81.67618,348.45,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,304.58,8.33,D
6.88045,81.67171,345.28,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,305.07,8.33,D
6.87978,81.66723,334.95,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,304.38,3.29,D
6.87933,81.67808,337.61,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,303.86,8.59,D
6.8787,81.67358,356.18,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,309.1,8.59,D
6.87806,81.6691,350.52,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,306.02,10.87,D
6.88242,81.67306,344.28,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,303.27,8.59,D
6.84756,81.4028,331.75,0.48,0.4,2026-09-06,0813,N20,low,2.0NRT,302.15,3.38,D
6.88785,81.49987,332.33,0.49,0.4,2026-09-06,0813,N20,low,2.0NRT,303.7,3.85,D
6.86198,81.32136,336.06,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.81,6.67,D
6.96175,81.56585,331.73,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.89,2.66,D
6.9611,81.56142,330.96,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,294.88,2.66,D
6.96338,81.56216,344.16,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,302.38,7.49,D
6.9833,81.59561,355.5,0.49,0.41,2026-09-06,0813,N20,nominal,2.0NRT,306.5,42.44,D
6.98203,81.5867,341.15,0.49,0.41,2026-09-06,0813,N20,nominal,2.0NRT,303.92,32.98,D
6.98574,81.58614,353.1,0.49,0.41,2026-09-06,0813,N20,nominal,2.0NRT,305.83,32.98,D
7.05877,81.80164,340.93,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,306.34,12.41,D
7.145,81.23863,330.41,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,299.91,1.98,D
7.13335,81.08004,336.91,0.47,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.05,3.58,D
7.32397,81.76602,337.76,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,304.59,7.73,D
7.32414,81.76315,338.41,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,304.07,6.93,D
7.36785,81.7194,339.04,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,301.43,4.93,D
7.36719,81.71482,335.6,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,300.49,6.74,D
7.41125,81.72717,342.31,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,300.38,5.06,D
7.40722,81.69978,336.96,0.51,0.41,2026-09-06,0813,N20,nominal,2.0NRT,299.82,3.87,D
7.41523,81.62437,332.22,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,295.77,3.11,D
7.22762,79.92426,334.35,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,290.84,4.11,D
7.51311,81.65795,339.53,0.5,0.41,2026-09-06,0813,N20,nominal,2.0NRT,300.08,8.75,D
7.6006,80.85745,337.72,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.53,3.84,D
7.48554,80.05708,330.41,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.92,1.68,D
7.55228,80.40916,333.54,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,297.47,11.66,D
7.61975,80.8379,338.35,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.53,4.12,D
7.62172,80.83782,338.9,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,304.2,4.41,D
7.53497,80.08868,341.84,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.98,3.94,D
7.6455,80.62371,334.18,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,298.43,6.63,D
7.6888,80.81956,347.71,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.7,11.15,D
7.69301,80.82319,330.05,0.46,0.39,2026-09-06,0813,N20,low,2.0NRT,300.72,2.89,D
7.6966,80.82266,342.2,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.13,2.9,D
7.62395,80.28177,330.29,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.22,2.35,D
7.71756,80.45007,331.53,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.63,4.7,D
7.75884,80.68317,334.63,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,297.97,4.11,D
7.72779,80.13131,331.12,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.76,3.33,D
7.71069,79.87955,336.76,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,298.74,3.35,D
7.76921,80.25717,332.14,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.34,3.99,D
7.82479,80.61631,342.87,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,298.81,5.46,D
7.71659,79.84772,331.38,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,297.37,1.72,D
7.87927,80.94359,338.27,0.47,0.4,2026-09-06,0813,N20,nominal,2.0NRT,302.29,4.74,D
7.92305,81.22266,330.55,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.04,1.63,D
7.88289,80.94305,342.36,0.47,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.52,4.74,D
7.85508,80.69967,342.53,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.43,30.8,D
7.93032,81.19484,337.24,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,301.31,4.57,D
7.94072,81.1889,340.77,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,302.24,24.13,D
7.95302,81.19602,336.47,0.48,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.39,2.85,D
7.93166,81.04913,335.02,0.47,0.4,2026-09-06,0813,N20,nominal,2.0NRT,300.92,2.99,D
7.8741,80.60503,338.66,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.57,7.74,D
7.84102,80.2345,339.58,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,301.62,5.39,D
7.91837,80.7073,335.48,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.91,3.71,D
7.84394,80.20604,337.41,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.09,3.33,D
7.86796,80.34335,336.88,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.14,5.15,D
7.80483,79.92006,334.47,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,297.98,3.63,D
8.01838,81.30779,339.78,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,301.82,6.13,D
8.01709,81.30904,337.02,0.49,0.4,2026-09-06,0813,N20,nominal,2.0NRT,301.74,7.91,D
7.88015,80.34989,330.53,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,298.44,2.96,D
7.93551,80.68421,337.64,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,298.01,4.78,D
7.93909,80.68369,338.19,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,298.18,4.78,D
7.89936,80.40807,336.64,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.48,5.59,D
7.88326,80.29684,337.96,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,302.22,6.32,D
7.93151,80.58047,334.86,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,297,1.84,D
7.95167,80.61919,333.24,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.38,4.64,D
7.94398,80.5662,345.79,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.57,7.55,D
7.91426,80.31252,336.02,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,301.02,2.51,D
7.87986,80.07761,330.6,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,298.01,2.23,D
7.98272,80.75755,343.26,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,297.2,5.11,D
7.98152,80.74925,335.61,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.59,6.78,D
7.95763,80.58501,339.09,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.42,3.52,D
7.95289,80.55247,337.1,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.64,3.87,D
7.96119,80.58449,339.8,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.9,3.52,D
7.94465,80.44645,348.49,0.44,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.43,11.4,D
7.87167,79.92561,340.41,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,300.51,6.19,D
7.89612,80.06731,336.88,0.43,0.38,2026-09-06,0813,N20,nominal,2.0NRT,296.26,2.52,D
7.98381,80.63953,335.65,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.31,8.67,D
7.98321,80.63544,333.58,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.02,7.19,D
7.95645,80.45293,344.63,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303,29.12,D
7.99871,80.64158,344.81,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.84,14.61,D
7.99811,80.63749,338.37,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.1,14.61,D
8.01928,80.75652,340,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,295.13,5.34,D
7.99867,80.61654,337.57,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,298.97,4.31,D
8.02388,80.68829,335.6,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.03,5.18,D
8.02327,80.68417,340.86,0.46,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.07,5.18,D
7.97644,80.36833,335.61,0.44,0.38,2026-09-06,0813,N20,nominal,2.0NRT,301.62,3.86,D
8.01955,80.63438,332.96,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,299.34,4,D
7.91717,79.94633,335.51,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.03,4.24,D
20.9636,86.00854,328.2,0.48,0.65,2026-09-06,0818,N20,nominal,2.0NRT,289.11,4.5,D
8.02252,80.62978,340.08,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.5,5.22,D
21.75508,83.84409,337.24,0.35,0.57,2026-09-06,0818,N20,nominal,2.0NRT,289.89,4.68,D
8.0207,80.61752,338.87,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.57,7.59,D
8.02009,80.61343,342.64,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.41,7.06,D
21.7445,83.84317,345.54,0.35,0.57,2026-09-06,0818,N20,nominal,2.0NRT,285.43,2.88,D
7.92121,79.94964,336.58,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,299.22,3.16,D
21.74976,83.84266,334.32,0.35,0.57,2026-09-06,0818,N20,nominal,2.0NRT,288.18,2.88,D
8.02609,80.62924,341.21,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.86,5.22,D
21.75536,83.84563,332.59,0.36,0.57,2026-09-06,0818,N20,nominal,2.0NRT,289.17,4.2,D
8.02366,80.61292,349.62,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.72,7.06,D
21.80248,83.89297,335.05,0.36,0.57,2026-09-06,0818,N20,nominal,2.0NRT,289.94,2.6,D
8.02164,80.63072,337.11,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,302.38,3.74,D
21.92242,83.35114,333.64,0.33,0.55,2026-09-06,0818,N20,nominal,2.0NRT,288.87,5.12,D
8.0193,80.61435,334.15,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,303.03,5.26,D
7.9236,79.94956,332.95,0.42,0.38,2026-09-06,0813,N20,nominal,2.0NRT,298.53,2.31,D
21.92057,83.35059,336.8,0.33,0.55,2026-09-06,0818,N20,nominal,2.0NRT,290.09,4,D
8.02521,80.6302,339.07,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.37,3.74,D
21.10128,72.65502,335.5,0.41,0.37,2026-09-06,0818,N20,low,2.0NRT,299.25,5.59,D
8.02462,80.62609,333.9,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.7,3.74,D
21.10338,72.6466,336.51,0.41,0.37,2026-09-06,0818,N20,low,2.0NRT,301.02,7.78,D
8.02287,80.61383,351.25,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,301.78,5.26,D
21.10146,72.63491,336.9,0.41,0.37,2026-09-06,0818,N20,nominal,2.0NRT,300.88,8.87,D
8.02228,80.60974,336.7,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.52,5.26,D
8.02996,80.63786,330.96,0.45,0.39,2026-09-06,0813,N20,nominal,2.0NRT,300.07,4.32,D
